iso,id,year,GDP ($ billion),GG debt (% of GDP),GG debt ($ billion)
BEN,BEN2010,2010,9.543,21,2.00
BEN,BEN2011,2011,10.691,21.86,2.34
BEN,BEN2012,2012,11.148,19.54,2.18
BEN,BEN2013,2013,12.518,18.504,2.32
BEN,BEN2014,2014,13.288,22.282,2.96
BEN,BEN2015,2015,11.389,30.9,3.52
BEN,BEN2016,2016,11.818,35.923,4.25
BEN,BEN2017,2017,12.697,39.598,5.03
BEN,BEN2018,2018,14.257,41.08,5.86
BEN,BEN2019,2019,14.392,41.23,5.93
BEN,BEN2020,2020,15.674,46.142,7.23
BEN,BEN2021,2021,17.699,50.288,8.90
BEN,BEN2022,2022,17.439,54.187,9.45
BEN,BEN2023,2023,19.94,52.977,10.56
BEN,BEN2024,2024,21.789,52.447,11.43
BEN,BEN2025,2025,23.627,51.436,12.15
BEN,BEN2026,2026,25.593,50.531,12.93
BEN,BEN2027,2027,27.557,49.743,13.71
BEN,BEN2028,2028,29.669,49.008,14.54
BTN,BTN2000,2000,0.423,47.682,0.20
BTN,BTN2001,2001,0.441,56.695,0.25
BTN,BTN2002,2002,0.481,62.495,0.30
BTN,BTN2003,2003,0.572,74.661,0.43
BTN,BTN2004,2004,0.649,81.974,0.53
BTN,BTN2005,2005,0.758,85.062,0.64
BTN,BTN2006,2006,0.812,87.279,0.71
BTN,BTN2007,2007,0.995,72.347,0.72
BTN,BTN2008,2008,1.26,65.021,0.82
BTN,BTN2009,2009,1.184,65.683,0.78
BTN,BTN2010,2010,1.399,60.971,0.85
BTN,BTN2011,2011,1.695,69.111,1.17
BTN,BTN2012,2012,1.772,79.347,1.41
BTN,BTN2013,2013,1.806,102.284,1.85
BTN,BTN2014,2014,1.784,98.833,1.76
BTN,BTN2015,2015,1.974,98.565,1.95
BTN,BTN2016,2016,2.064,117.275,2.42
BTN,BTN2017,2017,2.294,111.724,2.56
BTN,BTN2018,2018,2.509,113.371,2.84
BTN,BTN2019,2019,2.452,106.49,2.61
BTN,BTN2020,2020,2.421,122.768,2.97
BTN,BTN2021,2021,2.442,132.419,3.23
BTN,BTN2022,2022,2.653,127.327,3.38
BTN,BTN2023,2023,2.686,123.448,3.32
BTN,BTN2024,2024,2.86,122.822,3.51
BTN,BTN2025,2025,3.093,121.28,3.75
BTN,BTN2026,2026,3.366,117.297,3.95
BTN,BTN2027,2027,3.572,116.581,4.16
BTN,BTN2028,2028,3.808,116.821,4.45
BOL,BOL2000,2000,8.385,66.891,5.61
BOL,BOL2001,2001,8.155,59.957,4.89
BOL,BOL2002,2002,7.917,69.144,5.47
BOL,BOL2003,2003,8.092,74.066,5.99
BOL,BOL2004,2004,8.785,89.81,7.89
BOL,BOL2005,2005,9.573,82.158,7.86
BOL,BOL2006,2006,11.52,54.375,6.26
BOL,BOL2007,2007,13.216,40.032,5.29
BOL,BOL2008,2008,16.792,36.785,6.18
BOL,BOL2009,2009,17.464,39.209,6.85
BOL,BOL2010,2010,19.786,37.637,7.45
BOL,BOL2011,2011,24.135,35.327,8.53
BOL,BOL2012,2012,27.282,35.394,9.66
BOL,BOL2013,2013,30.883,36.097,11.15
BOL,BOL2014,2014,33.237,37.603,12.50
BOL,BOL2015,2015,33.241,40.905,13.60
BOL,BOL2016,2016,34.189,46.49,15.89
BOL,BOL2017,2017,37.782,51.26,19.37
BOL,BOL2018,2018,40.581,53.076,21.54
BOL,BOL2019,2019,41.193,59.257,24.41
BOL,BOL2020,2020,36.897,77.971,28.77
BOL,BOL2021,2021,40.703,81.405,33.13
BOL,BOL2022,2022,44.315,80.006,35.45
BOL,BOL2023,2023,46.796,80.783,37.80
BOL,BOL2024,2024,49.718,81.38,40.46
BOL,BOL2025,2025,52.691,82.094,43.26
BOL,BOL2026,2026,55.896,82.14,45.91
BOL,BOL2027,2027,59.355,81.626,48.45
BOL,BOL2028,2028,63.027,80.914,51.00
BIH,BIH2000,2000,5.554,34.686,1.93
BIH,BIH2001,2001,5.784,35.23,2.04
BIH,BIH2002,2002,6.711,31.198,2.09
BIH,BIH2003,2003,8.477,27.635,2.34
BIH,BIH2004,2004,10.157,25.487,2.59
BIH,BIH2005,2005,10.935,25.515,2.79
BIH,BIH2006,2006,12.46,21.245,2.65
BIH,BIH2007,2007,15.323,18.709,2.87
BIH,BIH2008,2008,18.712,30.885,5.78
BIH,BIH2009,2009,17.601,35.067,6.17
BIH,BIH2010,2010,17.164,40.805,7.00
BIH,BIH2011,2011,18.629,39.55,7.37
BIH,BIH2012,2012,17.207,42.207,7.26
BIH,BIH2013,2013,18.155,42.499,7.72
BIH,BIH2014,2014,18.522,45.859,8.49
BIH,BIH2015,2015,16.404,44.991,7.38
BIH,BIH2016,2016,17.117,43.548,7.45
BIH,BIH2017,2017,18.326,37.438,6.86
BIH,BIH2018,2018,20.484,33.769,6.92
BIH,BIH2019,2019,20.483,32.081,6.57
BIH,BIH2020,2020,20.226,36.035,7.29
BIH,BIH2021,2021,23.673,34.586,8.19
BIH,BIH2022,2022,24.52,29.697,7.28
BIH,BIH2023,2023,26.945,28.579,7.70
BIH,BIH2024,2024,28.738,28.171,8.10
BIH,BIH2025,2025,30.572,28.107,8.59
BIH,BIH2026,2026,32.431,28.47,9.23
BIH,BIH2027,2027,34.026,28.999,9.87
BIH,BIH2028,2028,35.577,29.146,10.37
BWA,BWA2000,2000,5.682,8.161,0.46
BWA,BWA2001,2001,5.46,7.475,0.41
BWA,BWA2002,2002,5.395,8.372,0.45
BWA,BWA2003,2003,7.469,7.077,0.53
BWA,BWA2004,2004,8.819,10.749,0.95
BWA,BWA2005,2005,9.833,7.46,0.73
BWA,BWA2006,2006,9.919,6.136,0.61
BWA,BWA2007,2007,10.566,5.931,0.63
BWA,BWA2008,2008,10.731,7.795,0.84
BWA,BWA2009,2009,10.118,18.398,1.86
BWA,BWA2010,2010,12.637,20.826,2.63
BWA,BWA2011,2011,15.111,20.926,3.16
BWA,BWA2012,2012,13.907,19.984,2.78
BWA,BWA2013,2013,14.272,18.292,2.61
BWA,BWA2014,2014,15.47,18.387,2.84
BWA,BWA2015,2015,13.531,18.177,2.46
BWA,BWA2016,2016,15.083,16.356,2.47
BWA,BWA2017,2017,16.105,14.531,2.34
BWA,BWA2018,2018,17.032,14.856,2.53
BWA,BWA2019,2019,16.696,16.472,2.75
BWA,BWA2020,2020,14.93,18.703,2.79
BWA,BWA2021,2021,18.737,18.693,3.50
BWA,BWA2022,2022,20.352,17.98,3.66
BWA,BWA2023,2023,20.756,18.701,3.88
BWA,BWA2024,2024,21.94,18.08,3.97
BWA,BWA2025,2025,23.488,16.952,3.98
BWA,BWA2026,2026,25.329,16.615,4.21
BWA,BWA2027,2027,27.098,16.636,4.51
BWA,BWA2028,2028,29.116,16.462,4.79
BRA,BRA2000,2000,655.454,62.198,407.68
BRA,BRA2001,2001,559.982,67.331,377.04
BRA,BRA2002,2002,509.798,76.095,387.93
BRA,BRA2003,2003,558.232,71.514,399.21
BRA,BRA2004,2004,669.29,68.025,455.28
BRA,BRA2005,2005,891.633,66.969,597.12
BRA,BRA2006,2006,1107.628,64.599,715.52
BRA,BRA2007,2007,1397.114,63.025,880.53
BRA,BRA2008,2008,1695.855,61.42,1041.59
BRA,BRA2009,2009,1669.204,64.702,1080.01
BRA,BRA2010,2010,2208.704,62.433,1378.96
BRA,BRA2011,2011,2614.027,60.634,1584.99
BRA,BRA2012,2012,2464.053,61.614,1518.20
BRA,BRA2013,2013,2471.718,59.595,1473.02
BRA,BRA2014,2014,2456.055,61.617,1513.35
BRA,BRA2015,2015,1800.046,71.73,1291.17
BRA,BRA2016,2016,1796.622,77.422,1390.98
BRA,BRA2017,2017,2063.519,82.745,1707.46
BRA,BRA2018,2018,1916.934,84.777,1625.12
BRA,BRA2019,2019,1873.286,87.118,1631.97
BRA,BRA2020,2020,1476.092,96.007,1417.15
BRA,BRA2021,2021,1649.626,90.068,1485.79
BRA,BRA2022,2022,1920.023,85.33,1638.36
BRA,BRA2023,2023,2126.809,88.083,1873.36
BRA,BRA2024,2024,2265.117,90.273,2044.79
BRA,BRA2025,2025,2362.163,92.438,2183.54
BRA,BRA2026,2026,2476.626,93.928,2326.25
BRA,BRA2027,2027,2632.214,95.034,2501.50
BRA,BRA2028,2028,2774.468,96.019,2664.02
BRN,BRN2000,2000,6.65,0,0.00
BRN,BRN2001,2001,6.206,0,0.00
BRN,BRN2002,2002,6.475,0,0.00
BRN,BRN2003,2003,7.266,0,0.00
BRN,BRN2004,2004,8.723,0,0.00
BRN,BRN2005,2005,10.561,0,0.00
BRN,BRN2006,2006,12.71,0.594,0.08
BRN,BRN2007,2007,13.571,0.685,0.09
BRN,BRN2008,2008,15.949,0.942,0.15
BRN,BRN2009,2009,11.892,1.11,0.13
BRN,BRN2010,2010,13.707,1.113,0.15
BRN,BRN2011,2011,18.525,2.129,0.39
BRN,BRN2012,2012,19.048,2.101,0.40
BRN,BRN2013,2013,18.094,2.209,0.40
BRN,BRN2014,2014,17.098,3.231,0.55
BRN,BRN2015,2015,12.93,2.953,0.38
BRN,BRN2016,2016,11.4,3.005,0.34
BRN,BRN2017,2017,12.128,2.825,0.34
BRN,BRN2018,2018,13.567,2.586,0.35
BRN,BRN2019,2019,13.469,2.575,0.35
BRN,BRN2020,2020,12.006,2.857,0.34
BRN,BRN2021,2021,14.006,2.514,0.35
BRN,BRN2022,2022,16.682,2.057,0.34
BRN,BRN2023,2023,15.153,2.329,0.35
BRN,BRN2024,2024,15.783,2.203,0.35
BRN,BRN2025,2025,16.237,2.13,0.35
BRN,BRN2026,2026,16.769,2.062,0.35
BRN,BRN2027,2027,17.464,1.98,0.35
BRN,BRN2028,2028,18.189,1.902,0.35
BGR,BGR2000,2000,13.246,73.341,9.71
BGR,BGR2001,2001,14.183,67.06,9.51
BGR,BGR2002,2002,16.403,53.404,8.76
BGR,BGR2003,2003,21.146,45.428,9.61
BGR,BGR2004,2004,26.158,37.764,9.88
BGR,BGR2005,2005,29.868,28.472,8.50
BGR,BGR2006,2006,34.38,22.608,7.77
BGR,BGR2007,2007,44.432,17.588,7.81
BGR,BGR2008,2008,54.476,14.702,8.01
BGR,BGR2009,2009,52.024,14.54,7.56
BGR,BGR2010,2010,50.683,14.066,7.13
BGR,BGR2011,2011,57.68,14.335,8.27
BGR,BGR2012,2012,54.299,16.545,8.98
BGR,BGR2013,2013,55.812,17.167,9.58
BGR,BGR2014,2014,57.082,26.265,14.99
BGR,BGR2015,2015,50.782,25.351,12.87
BGR,BGR2016,2016,53.953,26.995,14.56
BGR,BGR2017,2017,59.322,22.906,13.59
BGR,BGR2018,2018,66.428,20.066,13.33
BGR,BGR2019,2019,68.92,18.307,12.62
BGR,BGR2020,2020,70.346,23.187,16.31
BGR,BGR2021,2021,84.12,22.457,18.89
BGR,BGR2022,2022,89.115,21.844,19.47
BGR,BGR2023,2023,103.099,20.993,21.64
BGR,BGR2024,2024,110.336,22.925,25.29
BGR,BGR2025,2025,117.499,25.178,29.58
BGR,BGR2026,2026,123.817,26.755,33.13
BGR,BGR2027,2027,129.788,28.187,36.58
BGR,BGR2028,2028,135.965,29.504,40.12
BFA,BFA2000,2000,2.961,..,..
BFA,BFA2001,2001,3.19,..,..
BFA,BFA2002,2002,3.62,43.287,1.57
BFA,BFA2003,2003,4.74,39.658,1.88
BFA,BFA2004,2004,5.449,40.74,2.22
BFA,BFA2005,2005,6.15,39.214,2.41
BFA,BFA2006,2006,6.548,20.089,1.32
BFA,BFA2007,2007,7.627,22.416,1.71
BFA,BFA2008,2008,9.45,24.868,2.35
BFA,BFA2009,2009,9.44,25.871,2.44
BFA,BFA2010,2010,10.118,23.694,2.40
BFA,BFA2011,2011,12.078,24.504,2.96
BFA,BFA2012,2012,12.569,25.211,3.17
BFA,BFA2013,2013,13.444,25.901,3.48
BFA,BFA2014,2014,13.947,26.086,3.64
BFA,BFA2015,2015,11.833,31.251,3.70
BFA,BFA2016,2016,12.817,32.887,4.22
BFA,BFA2017,2017,14.176,33.688,4.78
BFA,BFA2018,2018,15.896,38.162,6.07
BFA,BFA2019,2019,16.179,41.513,6.72
BFA,BFA2020,2020,17.96,43.347,7.79
BFA,BFA2021,2021,19.748,55.373,10.94
BFA,BFA2022,2022,18.934,58.32,11.04
BFA,BFA2023,2023,20.785,61.177,12.72
BFA,BFA2024,2024,22.916,61.248,14.04
BFA,BFA2025,2025,24.851,61.425,15.26
BFA,BFA2026,2026,26.816,60.924,16.34
BFA,BFA2027,2027,28.67,59.963,17.19
BFA,BFA2028,2028,30.665,58.766,18.02
BDI,BDI2000,2000,0.87,136.425,1.19
BDI,BDI2001,2001,0.877,127.387,1.12
BDI,BDI2002,2002,0.825,159.088,1.31
BDI,BDI2003,2003,0.785,171.969,1.35
BDI,BDI2004,2004,0.915,172.738,1.58
BDI,BDI2005,2005,1.117,136.98,1.53
BDI,BDI2006,2006,1.273,130.255,1.66
BDI,BDI2007,2007,1.356,129.613,1.76
BDI,BDI2008,2008,1.612,102.515,1.65
BDI,BDI2009,2009,1.775,25.69,0.46
BDI,BDI2010,2010,2.032,46.912,0.95
BDI,BDI2011,2011,2.236,42.706,0.95
BDI,BDI2012,2012,2.333,41.43,0.97
BDI,BDI2013,2013,2.456,37.858,0.93
BDI,BDI2014,2014,2.706,37.971,1.03
BDI,BDI2015,2015,3.104,39.926,1.24
BDI,BDI2016,2016,2.96,46.119,1.37
BDI,BDI2017,2017,3.172,46.902,1.49
BDI,BDI2018,2018,3.037,52.971,1.61
BDI,BDI2019,2019,3.012,59.988,1.81
BDI,BDI2020,2020,3.086,65.965,2.04
BDI,BDI2021,2021,3.351,66.564,2.23
BDI,BDI2022,2022,3.918,68.352,2.68
BDI,BDI2023,2023,3.19,72.729,2.32
BDI,BDI2024,2024,3.058,65.836,2.01
BDI,BDI2025,2025,3.415,61.326,2.09
BDI,BDI2026,2026,3.787,56.619,2.14
BDI,BDI2027,2027,4.206,52.185,2.19
BDI,BDI2028,2028,4.651,47.997,2.23
CPV,CPV2000,2000,0.609,82.637,0.50
CPV,CPV2001,2001,0.616,79.914,0.49
CPV,CPV2002,2002,0.679,82.548,0.56
CPV,CPV2003,2003,0.944,76.746,0.72
CPV,CPV2004,2004,1.074,79.815,0.86
CPV,CPV2005,2005,1.12,83.124,0.93
CPV,CPV2006,2006,1.261,76.201,0.96
CPV,CPV2007,2007,1.65,59.601,0.98
CPV,CPV2008,2008,1.96,57.493,1.13
CPV,CPV2009,2009,1.852,58.788,1.09
CPV,CPV2010,2010,1.825,66.151,1.21
CPV,CPV2011,2011,2.047,71.56,1.46
CPV,CPV2012,2012,1.913,82.937,1.59
CPV,CPV2013,2013,2.029,93.476,1.90
CPV,CPV2014,2014,2.042,105.589,2.16
CPV,CPV2015,2015,1.75,115.571,2.02
CPV,CPV2016,2016,1.855,115.403,2.14
CPV,CPV2017,2017,1.965,112.757,2.22
CPV,CPV2018,2018,2.073,112.001,2.32
CPV,CPV2019,2019,2.231,110,2.45
CPV,CPV2020,2020,1.871,144.575,2.70
CPV,CPV2021,2021,2.065,147.575,3.05
CPV,CPV2022,2022,2.308,127.254,2.94
CPV,CPV2023,2023,2.598,113.088,2.94
CPV,CPV2024,2024,2.797,109.651,3.07
CPV,CPV2025,2025,2.991,105.501,3.16
CPV,CPV2026,2026,3.198,101.403,3.24
CPV,CPV2027,2027,3.404,95.947,3.27
CPV,CPV2028,2028,3.623,90.575,3.28
KHM,KHM2000,2000,3.667,35.235,1.29
KHM,KHM2001,2001,3.992,34.869,1.39
KHM,KHM2002,2002,4.289,39.748,1.70
KHM,KHM2003,2003,4.665,43.099,2.01
KHM,KHM2004,2004,5.334,42.703,2.28
KHM,KHM2005,2005,6.286,35.561,2.24
KHM,KHM2006,2006,7.267,30.682,2.23
KHM,KHM2007,2007,8.63,29.387,2.54
KHM,KHM2008,2008,10.341,26.995,2.79
KHM,KHM2009,2009,10.391,28.465,2.96
KHM,KHM2010,2010,11.232,28.744,3.23
KHM,KHM2011,2011,12.817,29.735,3.81
KHM,KHM2012,2012,14.056,31.534,4.43
KHM,KHM2013,2013,15.227,31.734,4.83
KHM,KHM2014,2014,16.702,31.901,5.33
KHM,KHM2015,2015,18.082,31.157,5.63
KHM,KHM2016,2016,20.043,28.909,5.79
KHM,KHM2017,2017,22.206,29.969,6.65
KHM,KHM2018,2018,24.598,28.447,7.00
KHM,KHM2019,2019,27.087,28.216,7.64
KHM,KHM2020,2020,25.771,34.375,8.86
KHM,KHM2021,2021,26.601,35.925,9.56
KHM,KHM2022,2022,28.818,34.788,10.03
KHM,KHM2023,2023,30.943,35.322,10.93
KHM,KHM2024,2024,33.233,35.525,11.81
KHM,KHM2025,2025,35.859,35.017,12.56
KHM,KHM2026,2026,38.777,35.285,13.68
KHM,KHM2027,2027,41.801,35.517,14.85
KHM,KHM2028,2028,45.091,36.209,16.33
CMR,CMR2000,2000,10.245,75.881,7.77
CMR,CMR2001,2001,10.95,62.182,6.81
CMR,CMR2002,2002,12.369,56.6,7.00
CMR,CMR2003,2003,15.944,51.521,8.21
CMR,CMR2004,2004,18.803,51.728,9.73
CMR,CMR2005,2005,19.534,43.843,8.56
CMR,CMR2006,2006,20.912,18.354,3.84
CMR,CMR2007,2007,23.931,13.804,3.30
CMR,CMR2008,2008,27.712,11.153,3.09
CMR,CMR2009,2009,27.903,11.256,3.14
CMR,CMR2010,2010,27.53,13.989,3.85
CMR,CMR2011,2011,30.626,15.047,4.61
CMR,CMR2012,2012,30.174,14.874,4.49
CMR,CMR2013,2013,33.729,17.472,5.89
CMR,CMR2014,2014,36.396,20.707,7.54
CMR,CMR2015,2015,32.213,31.62,10.19
CMR,CMR2016,2016,33.805,32.108,10.85
CMR,CMR2017,2017,36.086,36.539,13.19
CMR,CMR2018,2018,39.992,38.335,15.33
CMR,CMR2019,2019,39.673,41.597,16.50
CMR,CMR2020,2020,40.863,44.858,18.33
CMR,CMR2021,2021,45.391,46.784,21.24
CMR,CMR2022,2022,44.322,45.514,20.17
CMR,CMR2023,2023,49.262,41.946,20.66
CMR,CMR2024,2024,52.982,39.648,21.01
CMR,CMR2025,2025,56.791,37.192,21.12
CMR,CMR2026,2026,60.226,35.704,21.50
CMR,CMR2027,2027,63.539,34.623,22.00
CMR,CMR2028,2028,67.113,33.522,22.50
CAN,CAN2000,2000,744.631,80.437,598.96
CAN,CAN2001,2001,738.968,81.462,601.98
CAN,CAN2002,2002,760.149,79.604,605.11
CAN,CAN2003,2003,895.599,75.912,679.87
CAN,CAN2004,2004,1026.473,71.889,737.92
CAN,CAN2005,2005,1173.505,70.64,828.96
CAN,CAN2006,2006,1319.356,69.92,922.49
CAN,CAN2007,2007,1468.896,67.181,986.82
CAN,CAN2008,2008,1552.864,70.439,1093.82
CAN,CAN2009,2009,1376.509,81.87,1126.95
CAN,CAN2010,2010,1617.345,84.02,1358.89
CAN,CAN2011,2011,1793.327,84.348,1512.64
CAN,CAN2012,2012,1828.362,87.185,1594.06
CAN,CAN2013,2013,1846.595,87.605,1617.71
CAN,CAN2014,2014,1805.751,85.541,1544.66
CAN,CAN2015,2015,1556.508,92.029,1432.44
CAN,CAN2016,2016,1527.996,92.397,1411.82
CAN,CAN2017,2017,1649.266,90.942,1499.88
CAN,CAN2018,2018,1725.3,90.776,1566.16
CAN,CAN2019,2019,1743.725,90.21,1573.01
CAN,CAN2020,2020,1647.598,118.872,1958.53
CAN,CAN2021,2021,2001.487,115.074,2303.19
CAN,CAN2022,2022,2137.939,107.375,2295.61
CAN,CAN2023,2023,2117.805,106.38,2252.92
CAN,CAN2024,2024,2238.568,103.343,2313.40
CAN,CAN2025,2025,2364.551,100.624,2379.31
CAN,CAN2026,2026,2474.33,98.583,2439.27
CAN,CAN2027,2027,2583.805,96.634,2496.83
CAN,CAN2028,2028,2699.364,94.663,2555.30
CAF,CAF2000,2000,0.868,94.679,0.82
CAF,CAF2001,2001,0.899,103.115,0.93
CAF,CAF2002,2002,0.983,98.518,0.97
CAF,CAF2003,2003,1.188,95.886,1.14
CAF,CAF2004,2004,1.31,99.724,1.31
CAF,CAF2005,2005,1.413,102.962,1.45
CAF,CAF2006,2006,1.538,46.75,0.72
CAF,CAF2007,2007,1.755,47.851,0.84
CAF,CAF2008,2008,2.033,35.766,0.73
CAF,CAF2009,2009,2.059,20.3,0.42
CAF,CAF2010,2010,2.141,19.883,0.43
CAF,CAF2011,2011,2.435,19.686,0.48
CAF,CAF2012,2012,2.512,31.533,0.79
CAF,CAF2013,2013,1.692,51.79,0.88
CAF,CAF2014,2014,1.896,62.24,1.18
CAF,CAF2015,2015,1.696,59.79,1.01
CAF,CAF2016,2016,1.825,53.887,0.98
CAF,CAF2017,2017,2.072,50.275,1.04
CAF,CAF2018,2018,2.28,50.035,1.14
CAF,CAF2019,2019,2.278,47.148,1.07
CAF,CAF2020,2020,2.388,43.42,1.04
CAF,CAF2021,2021,2.584,47.608,1.23
CAF,CAF2022,2022,2.463,51.785,1.28
CAF,CAF2023,2023,2.76,50.139,1.38
CAF,CAF2024,2024,2.995,49.571,1.48
CAF,CAF2025,2025,3.205,48.067,1.54
CAF,CAF2026,2026,3.418,44.926,1.54
CAF,CAF2027,2027,3.613,42.418,1.53
CAF,CAF2028,2028,3.827,40.098,1.53
TCD,TCD2000,2000,1.572,67.985,1.07
TCD,TCD2001,2001,1.936,56.449,1.09
TCD,TCD2002,2002,2.257,54.432,1.23
TCD,TCD2003,2003,3.102,44.656,1.39
TCD,TCD2004,2004,5.003,32.635,1.63
TCD,TCD2005,2005,6.676,28.484,1.90
TCD,TCD2006,2006,7.451,26.165,1.95
TCD,TCD2007,2007,8.687,22.07,1.92
TCD,TCD2008,2008,10.43,20.099,2.10
TCD,TCD2009,2009,9.315,31.525,2.94
TCD,TCD2010,2010,10.701,30.051,3.22
TCD,TCD2011,2011,12.183,30.566,3.72
TCD,TCD2012,2012,12.411,28.765,3.57
TCD,TCD2013,2013,12.994,30.631,3.98
TCD,TCD2014,2014,14.003,38.238,5.35
TCD,TCD2015,2015,10.952,42.527,4.66
TCD,TCD2016,2016,10.202,50.047,5.11
TCD,TCD2017,2017,10.079,48.676,4.91
TCD,TCD2018,2018,11.042,46.184,5.10
TCD,TCD2019,2019,10.993,51.577,5.67
TCD,TCD2020,2020,10.757,55.915,6.01
TCD,TCD2021,2021,11.79,57.363,6.76
TCD,TCD2022,2022,12.096,48.751,5.90
TCD,TCD2023,2023,12.596,43.188,5.44
TCD,TCD2024,2024,13.192,38.7,5.11
TCD,TCD2025,2025,13.787,34.912,4.81
TCD,TCD2026,2026,14.437,32.655,4.71
TCD,TCD2027,2027,15.121,31.223,4.72
TCD,TCD2028,2028,15.776,30.019,4.74
CHL,CHL2000,2000,78.25,13.146,10.29
CHL,CHL2001,2001,71.517,14.348,10.26
CHL,CHL2002,2002,70.295,15.045,10.58
CHL,CHL2003,2003,76.508,12.573,9.62
CHL,CHL2004,2004,99.079,10.314,10.22
CHL,CHL2005,2005,122.315,7.04,8.61
CHL,CHL2006,2006,153.84,5.022,7.73
CHL,CHL2007,2007,172.565,3.901,6.73
CHL,CHL2008,2008,179.663,4.916,8.83
CHL,CHL2009,2009,171.794,5.845,10.04
CHL,CHL2010,2010,217.105,8.607,18.69
CHL,CHL2011,2011,251.225,11.127,27.95
CHL,CHL2012,2012,267.165,11.939,31.90
CHL,CHL2013,2013,277.218,12.784,35.44
CHL,CHL2014,2014,259.394,15.02,38.96
CHL,CHL2015,2015,242.515,17.375,42.14
CHL,CHL2016,2016,249.306,21.101,52.61
CHL,CHL2017,2017,276.357,23.652,65.36
CHL,CHL2018,2018,295.428,25.798,76.21
CHL,CHL2019,2019,278.354,28.298,78.77
CHL,CHL2020,2020,254.276,32.353,82.27
CHL,CHL2021,2021,316.667,36.303,114.96
CHL,CHL2022,2022,300.729,37.975,114.20
CHL,CHL2023,2023,344.4,38.415,132.30
CHL,CHL2024,2024,354.47,41.172,145.94
CHL,CHL2025,2025,372.487,42.35,157.75
CHL,CHL2026,2026,390.402,42.594,166.29
CHL,CHL2027,2027,407.874,42.266,172.39
CHL,CHL2028,2028,426.681,42.101,179.64
CHN,CHN2000,2000,1205.532,22.987,277.12
CHN,CHN2001,2001,1333.649,24.575,327.74
CHN,CHN2002,2002,1465.829,25.916,379.88
CHN,CHN2003,2003,1656.962,26.8,444.07
CHN,CHN2004,2004,1949.446,26.393,514.52
CHN,CHN2005,2005,2290.019,26.312,602.55
CHN,CHN2006,2006,2754.149,25.568,704.18
CHN,CHN2007,2007,3555.655,29.164,1036.97
CHN,CHN2008,2008,4577.28,27.159,1243.14
CHN,CHN2009,2009,5088.992,34.567,1759.11
CHN,CHN2010,2010,6033.83,33.924,2046.92
CHN,CHN2011,2011,7492.212,33.772,2530.27
CHN,CHN2012,2012,8539.584,34.393,2937.02
CHN,CHN2013,2013,9624.928,37.035,3564.59
CHN,CHN2014,2014,10524.241,39.969,4206.43
CHN,CHN2015,2015,11113.508,41.489,4610.88
CHN,CHN2016,2016,11226.897,50.701,5692.15
CHN,CHN2017,2017,12265.327,54.951,6739.92
CHN,CHN2018,2018,13841.812,56.659,7842.63
CHN,CHN2019,2019,14340.6,60.404,8662.30
CHN,CHN2020,2020,14862.564,70.137,10424.16
CHN,CHN2021,2021,17759.307,71.836,12757.58
CHN,CHN2022,2022,17886.331,76.98,13768.90
CHN,CHN2023,2023,17700.899,82.978,14687.85
CHN,CHN2024,2024,18560.013,87.412,16223.68
CHN,CHN2025,2025,19781.703,91.798,18159.21
CHN,CHN2026,2026,21059.834,95.906,20197.64
CHN,CHN2027,2027,22291.053,100.121,22318.03
CHN,CHN2028,2028,23608.859,104.344,24634.43
COL,COL2000,2000,99.27,37.988,37.71
COL,COL2001,2001,97.606,41.095,40.11
COL,COL2002,2002,97.353,47.545,46.29
COL,COL2003,2003,94.072,45.04,42.37
COL,COL2004,2004,116.382,41.482,48.28
COL,COL2005,2005,145.601,38.532,56.10
COL,COL2006,2006,161.793,35.969,58.20
COL,COL2007,2007,206.23,32.663,67.36
COL,COL2008,2008,242.504,32.382,78.53
COL,COL2009,2009,232.469,35.387,82.26
COL,COL2010,2010,286.499,36.497,104.56
COL,COL2011,2011,334.966,35.783,119.86
COL,COL2012,2012,370.692,33.967,125.91
COL,COL2013,2013,382.094,37.592,143.64
COL,COL2014,2014,381.241,43.319,165.15
COL,COL2015,2015,293.493,50.419,147.98
COL,COL2016,2016,282.719,49.796,140.78
COL,COL2017,2017,311.89,49.436,154.19
COL,COL2018,2018,334.124,53.584,179.04
COL,COL2019,2019,323.055,52.401,169.28
COL,COL2020,2020,270.151,65.722,177.55
COL,COL2021,2021,318.512,64.042,203.98
COL,COL2022,2022,343.622,60.354,207.39
COL,COL2023,2023,363.835,54.972,200.01
COL,COL2024,2024,373.43,55.054,205.59
COL,COL2025,2025,390.269,55.435,216.35
COL,COL2026,2026,410.639,54.849,225.23
COL,COL2027,2027,432.755,53.949,233.47
COL,COL2028,2028,456.063,53.216,242.70
COM,COM2000,2000,0.339,60.818,0.21
COM,COM2001,2001,0.373,53.046,0.20
COM,COM2002,2002,0.427,48.239,0.21
COM,COM2003,2003,0.547,44.498,0.24
COM,COM2004,2004,0.622,42.446,0.26
COM,COM2005,2005,0.656,39.865,0.26
COM,COM2006,2006,0.689,38.479,0.27
COM,COM2007,2007,0.796,35.616,0.28
COM,COM2008,2008,0.916,33.217,0.30
COM,COM2009,2009,0.904,31.73,0.29
COM,COM2010,2010,0.909,30.459,0.28
COM,COM2011,2011,1.023,27.668,0.28
COM,COM2012,2012,1.016,25.073,0.25
COM,COM2013,2013,1.116,10.277,0.11
COM,COM2014,2014,1.15,11.823,0.14
COM,COM2015,2015,0.966,14.268,0.14
